Farm,Type,Round,Date,Species,Number
Farm19,ELS,1,05/21/14,Bombus campestris,1
Farm19,ELS,2,04/07/13,Bombus hortorum,1
Farm19,ELS,2,04/07/13,Bombus hortorum,1
Farm19,ELS,2,04/07/13,Bombus hortorum,2
Farm19,ELS,2,04/07/13,Bombus hortorum,1
Farm19,ELS,2,04/07/13,Bombus hortorum,2
Farm19,ELS,2,04/07/13,Bombus hortorum,1
Farm19,ELS,2,04/07/13,Bombus hortorum,7
Farm19,ELS,2,04/07/13,Bombus hortorum,1
Farm19,ELS,2,04/07/13,Bombus hortorum,1
Farm19,ELS,3,03/08/13,Bombus hortorum,1
Farm19,ELS,3,03/08/13,Bombus hortorum,1
Farm19,ELS,3,03/08/13,Bombus hortorum,3
Farm19,ELS,3,03/08/13,Bombus hortorum,1
Farm19,ELS,3,03/08/13,Bombus hortorum,3
Farm19,ELS,1,05/21/14,Bombus hortorum,1
Farm19,ELS,1,05/21/14,Bombus hortorum,2
Farm19,ELS,1,05/21/14,Bombus hortorum,1
Farm19,ELS,2,03/07/14,Bombus hortorum,2
Farm19,ELS,2,03/07/14,Bombus hortorum,1
Farm19,ELS,2,03/07/14,Bombus hortorum,1
Farm19,ELS,2,03/07/14,Bombus hortorum,1
Farm19,ELS,2,03/07/14,Bombus hortorum,4
Farm19,ELS,3,08/15/14,Bombus hortorum,1
Farm19,ELS,2,04/07/13,Bombus hypnorum,1
Farm19,ELS,2,04/07/13,Bombus hypnorum,1
Farm19,ELS,2,03/07/14,Bombus hypnorum,1
Farm19,ELS,3,03/08/13,Bombus lapidarius,10
Farm19,ELS,3,03/08/13,Bombus lapidarius,1
Farm19,ELS,3,03/08/13,Bombus lapidarius,3
Farm19,ELS,3,03/08/13,Bombus lapidarius,2
Farm19,ELS,3,03/08/13,Bombus lapidarius,3
Farm19,ELS,3,03/08/13,Bombus lapidarius,2
Farm19,ELS,3,03/08/13,Bombus lapidarius,1
Farm19,ELS,3,03/08/13,Bombus lapidarius,1
Farm19,ELS,3,03/08/13,Bombus lapidarius,1
Farm19,ELS,3,03/08/13,Bombus lapidarius,1
Farm19,ELS,3,03/08/13,Bombus lapidarius,1
Farm19,ELS,1,05/21/14,Bombus lapidarius,1
Farm19,ELS,2,03/07/14,Bombus lapidarius,1
Farm19,ELS,3,08/15/14,Bombus lapidarius,1
Farm19,ELS,2,04/07/13,Bombus lucorum,2
Farm19,ELS,3,03/08/13,Bombus lucorum,2
Farm19,ELS,3,03/08/13,Bombus lucorum,2
Farm19,ELS,3,03/08/13,Bombus lucorum,1
Farm19,ELS,3,03/08/13,Bombus lucorum,2
Farm19,ELS,3,03/08/13,Bombus lucorum,1
Farm19,ELS,3,03/08/13,Bombus lucorum,1
Farm19,ELS,3,03/08/13,Bombus lucorum,1
Farm19,ELS,2,04/07/13,Bombus pascuorum,2
Farm19,ELS,2,04/07/13,Bombus pascuorum,1
Farm19,ELS,2,04/07/13,Bombus pascuorum,2
Farm19,ELS,2,04/07/13,Bombus pascuorum,2
Farm19,ELS,2,04/07/13,Bombus pascuorum,1
Farm19,ELS,2,04/07/13,Bombus pascuorum,1
Farm19,ELS,2,04/07/13,Bombus pascuorum,2
Farm19,ELS,2,04/07/13,Bombus pascuorum,6
Farm19,ELS,2,04/07/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,1
Farm19,ELS,3,03/08/13,Bombus pascuorum,2
Farm19,ELS,3,03/08/13,Bombus pascuorum,2
Farm19,ELS,1,05/21/14,Bombus pascuorum,2
Farm19,ELS,1,05/21/14,Bombus pascuorum,1
Farm19,ELS,1,05/21/14,Bombus pascuorum,1
Farm19,ELS,1,05/21/14,Bombus pascuorum,3
Farm19,ELS,2,03/07/14,Bombus pascuorum,1
Farm19,ELS,2,03/07/14,Bombus pascuorum,1
Farm19,ELS,3,08/15/14,Bombus pascuorum,3
Farm19,ELS,3,08/15/14,Bombus pascuorum,3
Farm19,ELS,3,08/15/14,Bombus pascuorum,4
Farm19,ELS,3,08/15/14,Bombus pascuorum,1
Farm19,ELS,3,08/15/14,Bombus pascuorum,2
Farm19,ELS,3,08/15/14,Bombus pascuorum,1
Farm19,ELS,1,03/06/13,Bombus pratorum,1
Farm19,ELS,2,04/07/13,Bombus pratorum,1
Farm19,ELS,2,04/07/13,Bombus pratorum,1
Farm19,ELS,2,04/07/13,Bombus pratorum,2
Farm19,ELS,1,05/21/14,Bombus pratorum,2
Farm19,ELS,2,04/07/13,Bombus sylvestris,1
Farm19,ELS,2,03/07/14,Bombus sylvestris,1
Farm19,ELS,2,04/07/13,Bombus terrestris,1
Farm19,ELS,2,04/07/13,Bombus terrestris,4
Farm19,ELS,3,03/08/13,Bombus terrestris,2
Farm19,ELS,3,03/08/13,Bombus terrestris,2
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,6
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,3
Farm19,ELS,3,03/08/13,Bombus terrestris,2
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,4
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,2
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,1
Farm19,ELS,3,03/08/13,Bombus terrestris,3
Farm19,ELS,3,08/15/14,Bombus terrestris,1
Farm19,ELS,2,04/07/13,Bombus vestalis,1
Farm19,ELS,3,03/08/13,Bombus vestalis,1
Farm19,ELS,3,03/08/13,Bombus vestalis,1
Farm19,ELS,3,03/08/13,Bombus vestalis,1
Farm19,ELS,3,08/15/14,Bombus vestalis,1
Farm19,ELS,2,03/07/14,Hylaeus communis,1
Farm19,ELS,1,03/06/13,Lasioglossum calceatum,1
Farm19,ELS,1,03/06/13,Nomada flava/panzeri,3
Farm19,ELS,1,03/06/13,Nomada flava/panzeri,1
Farm19,ELS,1,05/21/14,Nomada flava/panzeri,1
Farm19,ELS,1,05/21/14,Nomada flava/panzeri,1
Farm19,ELS,1,05/21/14,Nomada flava/panzeri,1
Farm19,ELS,1,05/21/14,Nomada goodeniana,1
Farm8,HLS,1,05/06/13,Andrena carantonica,1
Farm8,HLS,3,06/08/13,Andrena dorsata,1
Farm8,HLS,3,06/08/13,Andrena dorsata,3
Farm8,HLS,3,08/08/14,Andrena flavipes,1
Farm8,HLS,2,01/07/14,Andrena haemorrhoa,2
Farm8,HLS,3,08/08/14,Andrena minutula,3
Farm8,HLS,3,08/08/14,Andrena minutula,1
Farm8,HLS,1,05/06/13,Bombus campestris,1
Farm8,HLS,1,05/06/13,Bombus hortorum,1
Farm8,HLS,1,05/06/13,Bombus hortorum,1
Farm8,HLS,1,05/06/13,Bombus hortorum,3
Farm8,HLS,1,05/06/13,Bombus hortorum,2
Farm8,HLS,1,05/06/13,Bombus hortorum,4
Farm8,HLS,2,07/15/13,Bombus hortorum,1
Farm8,HLS,2,07/15/13,Bombus hortorum,1
Farm8,HLS,2,07/15/13,Bombus hortorum,15
Farm8,HLS,2,07/15/13,Bombus hortorum,8
Farm8,HLS,3,06/08/13,Bombus hortorum,1
Farm8,HLS,3,06/08/13,Bombus hortorum,5
Farm8,HLS,3,06/08/13,Bombus hortorum,3
Farm8,HLS,3,06/08/13,Bombus hortorum,5
Farm8,HLS,3,06/08/13,Bombus hortorum,1
Farm8,HLS,3,06/08/13,Bombus hortorum,1
Farm8,HLS,2,01/07/14,Bombus hortorum,1
Farm8,HLS,2,01/07/14,Bombus hortorum,1
Farm8,HLS,2,01/07/14,Bombus hortorum,1
Farm8,HLS,2,01/07/14,Bombus hortorum,1
Farm8,HLS,2,01/07/14,Bombus hortorum,3
Farm8,HLS,3,08/08/14,Bombus hortorum,11
Farm8,HLS,3,08/08/14,Bombus hortorum,6
Farm8,HLS,3,08/08/14,Bombus hortorum,1
Farm8,HLS,3,08/08/14,Bombus hortorum,1
Farm8,HLS,3,08/08/14,Bombus hortorum,3
Farm8,HLS,3,06/08/13,Bombus hypnorum,1
Farm8,HLS,1,05/21/14,Bombus hypnorum,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,2
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,4
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,3,06/08/13,Bombus lapidarius,5
Farm8,HLS,3,06/08/13,Bombus lapidarius,7
Farm8,HLS,3,06/08/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,60
Farm8,HLS,2,07/15/13,Bombus lapidarius,16
Farm8,HLS,2,07/15/13,Bombus lapidarius,10
Farm8,HLS,2,07/15/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,2
Farm8,HLS,2,07/15/13,Bombus lapidarius,4
Farm8,HLS,2,07/15/13,Bombus lapidarius,2
Farm8,HLS,2,07/15/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lapidarius,125
Farm8,HLS,2,07/15/13,Bombus lapidarius,32
Farm8,HLS,2,07/15/13,Bombus lapidarius,18
Farm8,HLS,2,01/07/14,Bombus lapidarius,18
Farm8,HLS,2,01/07/14,Bombus lapidarius,1
Farm8,HLS,2,01/07/14,Bombus lapidarius,1
Farm8,HLS,2,01/07/14,Bombus lapidarius,5
Farm8,HLS,2,01/07/14,Bombus lapidarius,2
Farm8,HLS,2,01/07/14,Bombus lapidarius,6
Farm8,HLS,2,01/07/14,Bombus lapidarius,2
Farm8,HLS,2,01/07/14,Bombus lapidarius,4
Farm8,HLS,3,08/08/14,Bombus lapidarius,2
Farm8,HLS,3,08/08/14,Bombus lapidarius,1
Farm8,HLS,3,08/08/14,Bombus lapidarius,2
Farm8,HLS,3,08/08/14,Bombus lapidarius,1
Farm8,HLS,3,08/08/14,Bombus lapidarius,1
Farm8,HLS,3,08/08/14,Bombus lapidarius,2
Farm8,HLS,3,08/08/14,Bombus lapidarius,33
Farm8,HLS,3,08/08/14,Bombus lapidarius,18
Farm8,HLS,3,08/08/14,Bombus lapidarius,3
Farm8,HLS,3,08/08/14,Bombus lapidarius,1
Farm8,HLS,3,08/08/14,Bombus lapidarius,1
Farm8,HLS,3,08/08/14,Bombus lapidarius,1
Farm8,HLS,2,07/15/13,Bombus lucorum,1
Farm8,HLS,3,06/08/13,Bombus lucorum,1
Farm8,HLS,3,06/08/13,Bombus lucorum,1
Farm8,HLS,2,01/07/14,Bombus lucorum,1
Farm8,HLS,3,08/08/14,Bombus lucorum,4
Farm8,HLS,3,08/08/14,Bombus lucorum,1
Farm8,HLS,1,05/06/13,Bombus pascuorum,1
Farm8,HLS,1,05/06/13,Bombus pascuorum,1
Farm8,HLS,1,05/06/13,Bombus pascuorum,1
Farm8,HLS,1,05/06/13,Bombus pascuorum,12
Farm8,HLS,1,05/06/13,Bombus pascuorum,3
Farm8,HLS,1,05/06/13,Bombus pascuorum,6
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,3
Farm8,HLS,2,07/15/13,Bombus pascuorum,6
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,3
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,2,07/15/13,Bombus pascuorum,21
Farm8,HLS,2,07/15/13,Bombus pascuorum,1
Farm8,HLS,3,06/08/13,Bombus pascuorum,2
Farm8,HLS,3,06/08/13,Bombus pascuorum,2
Farm8,HLS,3,06/08/13,Bombus pascuorum,1
Farm8,HLS,3,06/08/13,Bombus pascuorum,2
Farm8,HLS,3,06/08/13,Bombus pascuorum,1
Farm8,HLS,3,06/08/13,Bombus pascuorum,1
Farm8,HLS,3,06/08/13,Bombus pascuorum,1
Farm8,HLS,3,06/08/13,Bombus pascuorum,18
Farm8,HLS,3,06/08/13,Bombus pascuorum,11
Farm8,HLS,3,06/08/13,Bombus pascuorum,1
Farm8,HLS,3,06/08/13,Bombus pascuorum,1
Farm8,HLS,1,05/21/14,Bombus pascuorum,1
Farm8,HLS,1,05/21/14,Bombus pascuorum,1
Farm8,HLS,1,05/21/14,Bombus pascuorum,1
Farm8,HLS,1,05/21/14,Bombus pascuorum,1
Farm8,HLS,1,05/21/14,Bombus pascuorum,1
Farm8,HLS,2,01/07/14,Bombus pascuorum,4
Farm8,HLS,2,01/07/14,Bombus pascuorum,1
Farm8,HLS,2,01/07/14,Bombus pascuorum,1
Farm8,HLS,2,01/07/14,Bombus pascuorum,1
Farm8,HLS,2,01/07/14,Bombus pascuorum,2
Farm8,HLS,3,08/08/14,Bombus pascuorum,9
Farm8,HLS,3,08/08/14,Bombus pascuorum,1
Farm8,HLS,3,08/08/14,Bombus pascuorum,2
Farm8,HLS,3,08/08/14,Bombus pascuorum,1
Farm8,HLS,3,08/08/14,Bombus pascuorum,1
Farm8,HLS,3,08/08/14,Bombus pascuorum,11
Farm8,HLS,3,08/08/14,Bombus pascuorum,1
Farm8,HLS,1,05/21/14,Bombus pratorum,1
Farm8,HLS,1,05/21/14,Bombus pratorum,1
Farm8,HLS,1,05/21/14,Bombus pratorum,1
Farm8,HLS,3,08/08/14,Bombus pratorum,2
Farm8,HLS,3,08/08/14,Bombus pratorum,2
Farm8,HLS,3,08/08/14,Bombus pratorum,1
Farm8,HLS,2,07/15/13,Bombus terrestris,35
Farm8,HLS,2,07/15/13,Bombus terrestris,1
Farm8,HLS,2,07/15/13,Bombus terrestris,1
Farm8,HLS,2,07/15/13,Bombus terrestris,1
Farm8,HLS,2,07/15/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,7
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,3,06/08/13,Bombus terrestris,2
Farm8,HLS,3,06/08/13,Bombus terrestris,1
Farm8,HLS,1,05/06/13,Bombus terrestris,1
Farm8,HLS,2,01/07/14,Bombus terrestris,1
Farm8,HLS,2,01/07/14,Bombus terrestris,1
Farm8,HLS,2,01/07/14,Bombus terrestris,4
Farm8,HLS,2,01/07/14,Bombus terrestris,1
Farm8,HLS,3,08/08/14,Bombus terrestris,2
Farm8,HLS,3,08/08/14,Bombus terrestris,1
Farm8,HLS,3,08/08/14,Bombus terrestris,17
Farm8,HLS,3,08/08/14,Bombus terrestris,7
Farm8,HLS,3,08/08/14,Bombus terrestris,7
Farm8,HLS,3,08/08/14,Bombus terrestris,1
Farm8,HLS,3,08/08/14,Bombus terrestris,5
Farm8,HLS,3,08/08/14,Bombus terrestris,4
Farm8,HLS,2,01/07/14,Bombus vestalis,1
Farm8,HLS,3,08/08/14,Bombus vestalis,1
Farm8,HLS,2,01/07/14,Colletes daviesanus,1
Farm8,HLS,2,07/15/13,Hylaeus cornutus,2
Farm8,HLS,2,07/15/13,Hylaeus cornutus,1
Farm8,HLS,3,06/08/13,Hylaeus cornutus,1
Farm8,HLS,3,06/08/13,Hylaeus cornutus,1
Farm8,HLS,3,06/08/13,Hylaeus cornutus,1
Farm8,HLS,3,08/08/14,Hylaeus cornutus,4
Farm8,HLS,3,08/08/14,Hylaeus cornutus,1
Farm8,HLS,3,08/08/14,Hylaeus cornutus,1
Farm8,HLS,3,06/08/13,Megachile centuncularis,1
Farm8,HLS,3,08/08/14,Megachile ligniseca,1
Farm8,HLS,3,08/08/14,Megachile ligniseca,1
Farm8,HLS,2,01/07/14,Megachile willughbiella,1
Farm8,HLS,1,05/06/13,Nomada flava/panzeri,1
Farm8,HLS,1,05/06/13,Nomada flava/panzeri,1
Farm8,HLS,1,05/06/13,Nomada flava/panzeri,3
Farm8,HLS,1,05/06/13,Nomada flava/panzeri,1
Farm9,HLS,1,05/25/14,Andrena carantonica,2
Farm9,HLS,1,05/26/13,Andrena cineraria,1
Farm9,HLS,1,05/26/13,Andrena haemorrhoa,1
Farm9,HLS,1,05/26/13,Andrena haemorrhoa,1
Farm9,HLS,2,07/13/13,Bombus hortorum,1
Farm9,HLS,2,07/13/13,Bombus hortorum,3
Farm9,HLS,2,07/13/13,Bombus hortorum,1
Farm9,HLS,2,07/13/13,Bombus hortorum,1
Farm9,HLS,2,07/13/13,Bombus hortorum,1
Farm9,HLS,2,07/13/13,Bombus hortorum,1
Farm9,HLS,3,07/08/13,Bombus hortorum,2
Farm9,HLS,3,07/08/13,Bombus hortorum,1
Farm9,HLS,1,05/25/14,Bombus hortorum,1
Farm9,HLS,2,04/07/14,Bombus hortorum,3
Farm9,HLS,2,04/07/14,Bombus hortorum,1
Farm9,HLS,2,04/07/14,Bombus hortorum,1
Farm9,HLS,2,04/07/14,Bombus hortorum,5
Farm9,HLS,3,09/08/14,Bombus hortorum,2
Farm9,HLS,3,09/08/14,Bombus hortorum,1
Farm9,HLS,3,09/08/14,Bombus hortorum,4
Farm9,HLS,3,09/08/14,Bombus hortorum,1
Farm9,HLS,2,07/13/13,Bombus lapidarius,8
Farm9,HLS,2,07/13/13,Bombus lapidarius,6
Farm9,HLS,2,07/13/13,Bombus lapidarius,2
Farm9,HLS,2,07/13/13,Bombus lapidarius,1
Farm9,HLS,2,07/13/13,Bombus lapidarius,6
Farm9,HLS,2,07/13/13,Bombus lapidarius,1
Farm9,HLS,2,07/13/13,Bombus lapidarius,1
Farm9,HLS,2,07/13/13,Bombus lapidarius,11
Farm9,HLS,2,07/13/13,Bombus lapidarius,3
Farm9,HLS,2,07/13/13,Bombus lapidarius,3
Farm9,HLS,2,07/13/13,Bombus lapidarius,2
Farm9,HLS,2,07/13/13,Bombus lapidarius,1
Farm9,HLS,2,07/13/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,6
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,3
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,2
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,3
Farm9,HLS,3,07/08/13,Bombus lapidarius,2
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,2
Farm9,HLS,3,07/08/13,Bombus lapidarius,2
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,4
Farm9,HLS,3,07/08/13,Bombus lapidarius,3
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,2
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,3
Farm9,HLS,3,07/08/13,Bombus lapidarius,5
Farm9,HLS,3,07/08/13,Bombus lapidarius,2
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,3,07/08/13,Bombus lapidarius,26
Farm9,HLS,3,07/08/13,Bombus lapidarius,4
Farm9,HLS,3,07/08/13,Bombus lapidarius,1
Farm9,HLS,1,05/25/14,Bombus lapidarius,1
Farm9,HLS,1,05/25/14,Bombus lapidarius,1
Farm9,HLS,2,04/07/14,Bombus lapidarius,1
Farm9,HLS,2,04/07/14,Bombus lapidarius,7
Farm9,HLS,2,04/07/14,Bombus lapidarius,15
Farm9,HLS,2,04/07/14,Bombus lapidarius,4
Farm9,HLS,2,04/07/14,Bombus lapidarius,2
Farm9,HLS,2,04/07/14,Bombus lapidarius,1
Farm9,HLS,3,09/08/14,Bombus lapidarius,1
Farm9,HLS,3,09/08/14,Bombus lapidarius,1
Farm9,HLS,3,09/08/14,Bombus lapidarius,6
Farm9,HLS,3,09/08/14,Bombus lapidarius,1
Farm9,HLS,3,09/08/14,Bombus lapidarius,8
Farm9,HLS,3,09/08/14,Bombus lapidarius,1
Farm9,HLS,3,09/08/14,Bombus lapidarius,1
Farm9,HLS,2,07/13/13,Bombus lucorum,1
Farm9,HLS,2,07/13/13,Bombus lucorum,1
Farm9,HLS,3,07/08/13,Bombus lucorum,2
Farm9,HLS,3,07/08/13,Bombus lucorum,1
Farm9,HLS,3,07/08/13,Bombus lucorum,1
Farm9,HLS,3,07/08/13,Bombus lucorum,5
Farm9,HLS,3,07/08/13,Bombus lucorum,1
Farm9,HLS,3,07/08/13,Bombus lucorum,1
Farm9,HLS,2,04/07/14,Bombus lucorum,2
Farm9,HLS,2,04/07/14,Bombus lucorum,1
Farm9,HLS,1,05/26/13,Bombus pascuorum,1
Farm9,HLS,2,07/13/13,Bombus pascuorum,3
Farm9,HLS,2,07/13/13,Bombus pascuorum,1
Farm9,HLS,2,07/13/13,Bombus pascuorum,1
Farm9,HLS,2,07/13/13,Bombus pascuorum,3
Farm9,HLS,2,07/13/13,Bombus pascuorum,2
Farm9,HLS,2,07/13/13,Bombus pascuorum,5
Farm9,HLS,2,07/13/13,Bombus pascuorum,3
Farm9,HLS,2,07/13/13,Bombus pascuorum,1
Farm9,HLS,2,07/13/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,2
Farm9,HLS,3,07/08/13,Bombus pascuorum,2
Farm9,HLS,3,07/08/13,Bombus pascuorum,9
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,2
Farm9,HLS,3,07/08/13,Bombus pascuorum,30
Farm9,HLS,3,07/08/13,Bombus pascuorum,9
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,5
Farm9,HLS,3,07/08/13,Bombus pascuorum,1
Farm9,HLS,3,07/08/13,Bombus pascuorum,2
Farm9,HLS,1,05/25/14,Bombus pascuorum,1
Farm9,HLS,1,05/25/14,Bombus pascuorum,1
Farm9,HLS,1,05/25/14,Bombus pascuorum,1
Farm9,HLS,2,04/07/14,Bombus pascuorum,1
Farm9,HLS,2,04/07/14,Bombus pascuorum,4
Farm9,HLS,2,04/07/14,Bombus pascuorum,4
Farm9,HLS,3,09/08/14,Bombus pascuorum,5
Farm9,HLS,3,09/08/14,Bombus pascuorum,3
Farm9,HLS,3,09/08/14,Bombus pascuorum,1
Farm9,HLS,3,09/08/14,Bombus pascuorum,1
Farm9,HLS,3,09/08/14,Bombus pascuorum,3
Farm9,HLS,3,09/08/14,Bombus pascuorum,1
Farm9,HLS,3,09/08/14,Bombus pascuorum,12
Farm9,HLS,3,09/08/14,Bombus pascuorum,3
Farm9,HLS,2,07/13/13,Bombus pratorum,1
Farm9,HLS,2,07/13/13,Bombus pratorum,1
Farm9,HLS,1,05/25/14,Bombus pratorum,1
Farm9,HLS,1,05/25/14,Bombus pratorum,1
Farm9,HLS,1,05/25/14,Bombus pratorum,1
Farm9,HLS,3,09/08/14,Bombus pratorum,1
Farm9,HLS,1,05/25/14,Bombus ruderarius,3
Farm9,HLS,2,04/07/14,Bombus ruderarius,1
Farm9,HLS,3,07/08/13,Bombus rupestris,1
Farm9,HLS,1,05/25/14,Bombus rupestris,1
Farm9,HLS,3,09/08/14,Bombus rupestris,3
Farm9,HLS,2,07/13/13,Bombus terrestris,3
Farm9,HLS,2,07/13/13,Bombus terrestris,1
Farm9,HLS,2,07/13/13,Bombus terrestris,1
Farm9,HLS,2,07/13/13,Bombus terrestris,1
Farm9,HLS,2,07/13/13,Bombus terrestris,2
Farm9,HLS,2,07/13/13,Bombus terrestris,2
Farm9,HLS,2,07/13/13,Bombus terrestris,1
Farm9,HLS,2,07/13/13,Bombus terrestris,1
Farm9,HLS,2,07/13/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,2
Farm9,HLS,3,07/08/13,Bombus terrestris,2
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,4
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,3
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,2
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,10
Farm9,HLS,3,07/08/13,Bombus terrestris,2
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,3,07/08/13,Bombus terrestris,1
Farm9,HLS,2,04/07/14,Bombus terrestris,1
Farm9,HLS,2,04/07/14,Bombus terrestris,1
Farm9,HLS,3,09/08/14,Bombus terrestris,3
Farm9,HLS,3,09/08/14,Bombus terrestris,3
Farm9,HLS,1,05/26/13,Bombus vestalis,1
Farm9,HLS,3,07/08/13,Bombus vestalis,1
Farm9,HLS,3,07/08/13,Bombus vestalis,1
Farm9,HLS,3,07/08/13,Bombus vestalis,2
Farm9,HLS,3,07/08/13,Bombus vestalis,1
Farm9,HLS,3,07/08/13,Lasioglossum calceatum,1
Farm9,HLS,1,05/26/13,Nomada goodeniana,1
Farm9,HLS,1,05/26/13,Nomada ruficornis,1
Farm9,HLS,1,05/25/14,Nomada ruficornis,1
Farm10,HLS,3,07/08/14,Andrena alfkenella,2
Farm10,HLS,1,05/06/13,Andrena cineraria,1
Farm10,HLS,2,06/29/14,Andrena cineraria,1
Farm10,HLS,1,05/06/13,Andrena dorsata,1
Farm10,HLS,1,05/06/13,Andrena dorsata,1
Farm10,HLS,1,05/06/13,Andrena dorsata,1
Farm10,HLS,2,05/07/13,Andrena haemorrhoa,1
Farm10,HLS,2,05/07/13,Andrena minutula,1
Farm10,HLS,2,06/29/14,Andrena minutula,1
Farm10,HLS,2,06/29/14,Andrena nitida,1
